False	0	303.296875	0.0
False	0	305.84375	0.0
False	0	308.015625	0.0
False	14	305.703125	414.5
False	15	308.421875	406.5
False	15	310.78125	402.0
False	0	317.3125	0.0
False	0	319.640625	0.0
False	0	321.96875	0.0
False	15	319.90625	416.25
False	15	322.5625	391.0
False	14	324.78125	382.75
False	15	327.390625	387.5
False	15	329.453125	391.25
False	15	331.671875	395.25
False	15	334.3125	402.0
False	15	336.234375	413.25
False	15	338.625	437.5
False	0	345.4375	0.0
False	15	347.796875	0.0
False	15	343.96875	781.25
False	15	346.3125	770.5
False	15	348.546875	796.0
True	15	350.953125	747.25
False	15	353.21875	799.75
False	15	355.40625	852.5
False	15	357.828125	855.5
False	15	0.109375	855.75
False	15	2.375	858.5
False	15	4.8125	861.0
False	15	7.078125	857.5
False	15	9.4375	875.25
False	15	11.640625	884.25
False	15	13.984375	893.5
False	15	16.28125	908.0
False	15	18.625	919.75
False	15	20.859375	936.25
False	15	23.25	952.5
False	15	25.453125	976.25
False	15	27.78125	997.5
False	15	30.09375	1024.0
False	15	32.34375	1054.75
False	15	34.71875	1085.0
False	15	37.203125	1121.0
False	15	39.421875	1161.0
False	15	41.75	1208.5
False	15	44.078125	1258.75
False	15	46.453125	1213.25
False	15	48.84375	1189.75
False	15	51.109375	1260.5
False	15	53.40625	1333.25
False	15	55.71875	1416.5
False	15	57.953125	1512.0
False	15	59.828125	1924.25
False	15	62.140625	2078.5
False	15	64.390625	2271.5
False	15	66.6875	2492.0
False	15	71.265625	522.25
False	15	73.5625	519.0
False	15	75.8125	515.75
False	15	78.296875	513.25
False	15	80.71875	511.0
False	15	82.96875	511.0
False	15	85.53125	512.0
False	15	87.6875	513.25
False	15	90.15625	515.5
False	15	92.328125	519.75
False	15	94.546875	524.75
False	15	97.140625	528.75
False	15	99.4375	536.5
False	15	101.625	547.0
False	12	103.796875	566.5
False	13	106.21875	568.25
False	13	107.375	984.5
False	0	116.15625	0.0
False	7	112.4375	766.5
False	15	114.828125	749.75
False	14	117.0625	747.5
False	9	119.421875	722.75
False	11	121.734375	772.75
False	0	130.125	0.0
False	12	132.453125	0.0
False	15	127.109375	4581.75
False	15	129.453125	4035.25
False	15	131.734375	4191.75
False	0	141.71875	0.0
False	15	136.4375	3842.25
False	13	138.75	3758.5
False	10	141.09375	3729.5
False	15	143.46875	3087.75
False	15	145.828125	3005.25
False	15	148.15625	2940.75
False	0	157.984375	0.0
