False	15	22.78125	0.0
False	15	308.390625	614.75
False	15	310.515625	650.75
False	10	312.6875	638.5
False	0	320.734375	0.0
False	0	323.0	0.0
False	15	319.3125	693.75
False	0	327.53125	0.0
False	15	323.484375	880.75
False	0	332.1875	0.0
False	0	334.46875	0.0
False	0	336.75	0.0
False	0	339.03125	0.0
False	0	341.296875	0.0
False	0	343.5625	0.0
False	0	345.84375	0.0
False	15	341.578125	985.75
False	0	350.40625	0.0
False	9	346.984375	627.0
False	15	350.390625	428.75
True	0	357.171875	0.0
False	9	359.453125	0.0
False	10	356.03125	625.75
False	8	358.234375	624.5
False	8	0.578125	630.25
False	8	2.828125	631.75
False	8	5.171875	640.75
False	15	7.796875	510.25
False	0	15.328125	0.0
False	0	17.609375	0.0
False	0	19.828125	0.0
False	15	22.109375	0.0
False	15	24.390625	0.0
False	15	19.859375	1242.0
False	15	23.71875	534.75
False	15	26.09375	491.5
False	15	28.46875	501.75
False	15	30.625	514.75
False	15	33.796875	403.5
False	15	36.21875	382.75
False	15	38.859375	364.25
False	15	41.09375	354.0
False	15	43.421875	367.25
False	15	45.546875	383.5
False	15	47.359375	402.75
False	0	54.109375	0.0
False	0	56.390625	0.0
False	0	58.671875	0.0
False	8	60.96875	0.0
False	0	63.234375	0.0
False	0	65.515625	0.0
False	0	67.578125	0.0
False	15	63.015625	1237.0
False	0	72.09375	0.0
False	0	74.375	0.0
False	15	69.578125	1526.75
False	15	73.125	654.0
False	15	75.46875	648.25
False	15	77.6875	642.25
False	15	79.859375	638.5
False	15	82.21875	634.75
False	15	84.640625	633.5
False	15	87.078125	632.0
False	15	89.1875	633.5
False	15	91.609375	633.25
False	15	93.703125	636.25
False	15	96.078125	640.75
False	15	98.390625	646.75
False	14	100.484375	658.5
False	0	108.609375	0.0
False	15	110.890625	0.0
False	15	105.84375	2226.0
False	15	108.015625	1980.0
False	15	110.34375	1817.75
False	15	112.71875	1671.5
False	15	115.0625	1566.5
False	15	117.359375	1528.25
False	15	119.59375	1538.5
False	15	121.90625	1459.25
False	15	124.28125	1368.5
False	15	126.546875	1319.5
False	15	128.875	1259.5
False	15	131.15625	1207.5
False	15	133.421875	1158.25
False	15	135.765625	1121.0
False	15	138.0625	1085.25
False	15	140.4375	1054.25
False	15	142.703125	1025.25
False	15	145.0	999.0
False	15	147.296875	977.5
False	15	149.625	956.0
False	15	151.828125	946.25
False	15	154.4375	793.75
False	15	156.765625	783.25
False	15	159.171875	772.5
False	15	161.390625	763.75
False	15	163.8125	757.5
False	15	166.078125	752.0
False	15	168.234375	747.0
False	15	170.65625	744.25
False	15	172.859375	742.25
False	15	175.140625	742.0
False	15	177.453125	742.5
False	15	179.640625	744.25
False	15	181.84375	745.5
False	15	184.0	749.75
False	15	186.203125	754.5
False	15	188.203125	894.5
False	15	190.53125	903.75
False	15	192.765625	913.5
False	15	194.984375	926.75
False	15	197.21875	924.5
False	15	199.40625	954.5
False	15	201.65625	974.25
False	15	204.109375	991.0
False	15	206.28125	1014.25
False	15	208.578125	1037.5
False	15	210.796875	1065.0
False	15	213.03125	1098.75
